"Reason for Credit Entry","Sub Order No","Catalog ID","Order Date","Order source","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"READY_TO_SHIP","313964759527314048_1","239430270","2026-07-29","Ad order","West Bengal","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313964850220749440_1","140303426","2026-07-29","","Rajasthan","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum  (3 Items in the set)","Shampoo+Hair Oil+Serum","Free Size","1","125.0","123.0",
"READY_TO_SHIP","313964981984809600_1","262598321","2026-07-29","Ad order","Maharashtra","Neem Anti-Dandruff Advanced Shampoo | Piractone Olamine & Pentavitin Paraben & Sulphate Free | For Men & Women | 200ml","VQ-Neem-Shampoo-003","Free Size","1","135.0","133.0",
"READY_TO_SHIP","313965035277636224_1","239430270","2026-07-29","Ad order","Assam","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313966041995400704_1","239430270","2026-07-29","Ad order","Assam","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313966666655933184_1","239430270","2026-07-29","Ad order","Assam","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313967407777383104_1","140303416","2026-07-29","","Maharashtra","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","77.0","76.0",
"READY_TO_SHIP","313970157793694336_1","307751859","2026-07-29","","Andhra Pradesh","veqix Flaxseed Gel (300 ml) | For Hair & Skin | Frizz-Control | Smoothening | Moisture Rich | Soft Long Hair","VQ-Flaxseed-Gel-01","Free Size","1","117.0","101.0",
"READY_TO_SHIP","313972246615884480_1","140303416","2026-07-29","","Assam","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"CANCELLED","313972281692332800_1","239430270","2026-07-29","","Haryana","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"CANCELLED","313976646570228928_1","239430270","2026-07-29","Ad order","Uttar Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313977067763652096_1","140303378","2026-07-29","","Rajasthan","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","91.0","81.0",
"READY_TO_SHIP","313977894463749312_1","140303371","2026-07-29","Ad order","Rajasthan","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","187.0",
"READY_TO_SHIP","313980378750505600_1","140303365","2026-07-29","","Uttar Pradesh","Ayurvedic Vithan Pro Hair Serum for Hair Growth (90 ML)","VQ SERUM =3","Free Size","1","125.0","122.0",
"READY_TO_SHIP","313980431623463680_1","140303416","2026-07-29","","Manipur","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"READY_TO_SHIP","313981542683366912_1","140303371","2026-07-29","Ad order","Gujarat","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","176.0","138.0",
"READY_TO_SHIP","313982776655992320_1","140303426","2026-07-29","","Bihar","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum  (3 Items in the set)","Shampoo+Hair Oil+Serum","Free Size","1","125.0","123.0",
"READY_TO_SHIP","313982829234868864_1","239430270","2026-07-29","Ad order","Delhi","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313983091894330112_1","534339410","2026-07-29","Ad order","Bihar","Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Hibiscus V5 Combo","Free Size","1","187.0","186.0",
"READY_TO_SHIP","313983973038424768_1","239430270","2026-07-29","","Jharkhand","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"READY_TO_SHIP","313984146820944512_1","140303371","2026-07-29","Ad order","Jharkhand","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","313986484469703424_1","140303371","2026-07-29","","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","176.0","138.0",
"READY_TO_SHIP","313989781344998912_1","239430270","2026-07-29","","West Bengal","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313989994435773120_1","239430270","2026-07-29","","West Bengal","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","187.0",
"READY_TO_SHIP","313990107732312768_1","239430270","2026-07-29","","Uttar Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"CANCELLED","313990938351227520_1","418768994","2026-07-29","Ad order","Assam","Veqix Hairfall Control Shampoo & Conditioner Combo with Aloe, Bhringraj & Rice Water for Strong Silky Hair 200ml","Shampoo + Conditioner - 001","Free Size","1","95.0","95.0",
"READY_TO_SHIP","313992930873038336_1","140303416","2026-07-29","","Tamil Nadu","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","77.0","76.0",
"READY_TO_SHIP","313992961003561730_1","538707559","2026-07-29","","Rajasthan","De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5","De-Tan Coffee BodyWash-5","Free Size","1","215.0","215.0",
"READY_TO_SHIP","313993313967264384_1","239430270","2026-07-29","","Jharkhand","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","313993482657479872_1","140303371","2026-07-29","","Andhra Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","138.0",
"READY_TO_SHIP","313993818092747840_1","140303371","2026-07-29","","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","313998167355309248_1","139587086","2026-07-29","","Delhi","Dhavath Anti Hair Fall Shampoo For Normal - Oily Hair (300 ml)","Veqix SHAMPOO 3","Free Size","1","125.0","115.0",
"READY_TO_SHIP","313999316184060544_1","239430270","2026-07-29","Ad order","Andhra Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314000329725117120_1","140303371","2026-07-29","Ad order","Bihar","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314001900806537920_1","239430270","2026-07-29","","Uttar Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","187.0",
"READY_TO_SHIP","314002919868061184_1","140303426","2026-07-29","","West Bengal","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum  (3 Items in the set)","Shampoo+Hair Oil+Serum","Free Size","1","125.0","125.0",
"READY_TO_SHIP","314003402463838912_1","221051513","2026-07-29","","Odisha","Anti-Hairfall Shampoo with Dhavath Nourishing Conditioner & Rosemary Hair Oil","Shampoo+Dhavath con+rosemary hair oil","Free Size","1","130.0","125.0",
"READY_TO_SHIP","314003515726746240_1","140303371","2026-07-29","","West Bengal","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","176.0","176.0",
"READY_TO_SHIP","314003731200228544_1","221051513","2026-07-29","","Uttar Pradesh","Anti-Hairfall Shampoo with Dhavath Nourishing Conditioner & Rosemary Hair Oil","Shampoo+Dhavath con+rosemary hair oil","Free Size","1","130.0","125.0",
"READY_TO_SHIP","314004392990671552_1","239430270","2026-07-29","","Uttar Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","151.0",
"READY_TO_SHIP","314004551425794816_1","313498776","2026-07-29","","Himachal Pradesh","Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271","VQ-Rosemary-Water-003","Free Size","1","125.0","112.0",
"READY_TO_SHIP","314004658472762432_1","141003966","2026-07-29","","Karnataka","Hair Growth Combo","V4","Free Size","1","145.0","134.0",
"READY_TO_SHIP","314005756541549760_1","140303371","2026-07-29","Ad order","Uttar Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314006778069898752_1","262564116","2026-07-29","","Karnataka","Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water","VQ-Hibiscus-Shampoo-003","Free Size","1","144.0","144.0",
"READY_TO_SHIP","312494940487040192_1","239430270","2026-07-29","","Gujarat","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","174.0","174.0",
"READY_TO_SHIP","314007793468113600_1","140303416","2026-07-29","","West Bengal","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"CANCELLED","314007945641081920_1","239430270","2026-07-29","Ad order","Chandigarh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314008450905134592_1","239430270","2026-07-29","","Karnataka","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314010112150151936_1","140303416","2026-07-29","","Maharashtra","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"READY_TO_SHIP","314010143238771328_1","272846725","2026-07-29","","Delhi","Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types ","VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum","Free Size","1","85.0","56.0",
"READY_TO_SHIP","314011260438697472_1","239430270","2026-07-29","Ad order","Madhya Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","151.0",
"CANCELLED","314012334917800576_1","140303378","2026-07-29","","Maharashtra","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","91.0","91.0",
"CANCELLED","314012404739882176_1","239430270","2026-07-29","","Manipur","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314013948336603840_1","217703004","2026-07-29","","West Bengal","Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)","RM_HAIR_SERUM","Free Size","1","66.0","66.0",
"CANCELLED","314015380595791360_1","239430270","2026-07-29","Ad order","Haryana","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"CANCELLED","314015648065200896_1","239430270","2026-07-29","Ad order","Gujarat","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"CANCELLED","314016050064073472_1","239430270","2026-07-29","Ad order","Haryana","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"READY_TO_SHIP","314016472032543424_1","239430270","2026-07-29","Ad order","Punjab","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314016697158456832_1","140303365","2026-07-29","","Odisha","Ayurvedic Vithan Pro Hair Serum for Hair Growth (90 ML)","VQ SERUM =3","Free Size","1","125.0","122.0",
"READY_TO_SHIP","314017207323394752_1","313498776","2026-07-29","","Karnataka","Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271","VQ-Rosemary-Water-003","Free Size","1","125.0","122.0",
"READY_TO_SHIP","314017601079884992_1","534339410","2026-07-29","Ad order","Mizoram","Hibiscus Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Hibiscus Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Hibiscus V5 Combo","Free Size","1","187.0","186.0",
"READY_TO_SHIP","314018537219177536_1","140303371","2026-07-29","Ad order","Tamil Nadu","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","138.0",
"CANCELLED","314021579151311552_1","140303426","2026-07-29","","Maharashtra","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum  (3 Items in the set)","Shampoo+Hair Oil+Serum","Free Size","1","114.0","112.0",
"READY_TO_SHIP","314021792201823744_1","140303371","2026-07-29","","Karnataka","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314022711558865600_1","238239271","2026-07-29","","Delhi","De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3","De-Tan Coffee Body Wash-3","Free Size","1","128.0","127.0",
"READY_TO_SHIP","314022918405083776_1","216391812","2026-07-29","","Karnataka","Hair Growth Shampoo For Normal & Oily Hair","Rosemary Shampoo","Free Size","1","62.0","62.0",
"READY_TO_SHIP","314023242020306112_1","140303371","2026-07-29","","Madhya Pradesh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","176.0","138.0",
"READY_TO_SHIP","314024172379847872_1","140303378","2026-07-29","","Maharashtra","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","80.0","80.0",
"READY_TO_SHIP","314024454132218944_1","239430270","2026-07-29","Ad order","Maharashtra","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314026915861511232_1","139587086","2026-07-29","","Telangana","Dhavath Anti Hair Fall Shampoo For Normal - Oily Hair (300 ml)","Veqix SHAMPOO 3","Free Size","1","114.0","112.0",
"READY_TO_SHIP","314027094912213760_1","321334406","2026-07-29","Ad order","Uttarakhand","Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types","VQ-Pineapple-Toner-Serum-Moisturizer-001","Free Size","1","107.0","107.0",
"READY_TO_SHIP","314027119558460096_1","239430270","2026-07-29","Ad order","Delhi","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314031966831706816_1","320808069","2026-07-29","","Gujarat","Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin","VQ-Jamun-Toner-Serum-Moisturizer-001","Free Size","1","120.0","114.0",
"READY_TO_SHIP","314032269907841664_1","140303371","2026-07-29","Ad order","West Bengal","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314034467781360704_1","239430270","2026-07-29","","Gujarat","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314036862796053568_1","140303378","2026-07-29","","Bihar","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","91.0","91.0",
"READY_TO_SHIP","314037256645452544_1","320825159","2026-07-29","","Maharashtra","Jamun Active Acne Regime, Toner, Cleanser, 2% Salicylic Acid Serum & Moisturizer","VQ-Jamun-Toner-Serum-Moisturizer-Cleanser-001","Free Size","1","122.0","103.0",
"READY_TO_SHIP","314037283212612224_1","140303371","2026-07-29","Ad order","Chhattisgarh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314039836637340416_1","221051513","2026-07-29","Ad order","Madhya Pradesh","Anti-Hairfall Shampoo with Dhavath Nourishing Conditioner & Rosemary Hair Oil","Shampoo+Dhavath con+rosemary hair oil","Free Size","1","130.0","125.0",
"READY_TO_SHIP","314040928427195456_1","140303371","2026-07-29","","Odisha","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314042194441524736_1","140303371","2026-07-29","","Jharkhand","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314045101312300544_1","140303365","2026-07-29","","Delhi","Ayurvedic Vithan Pro Hair Serum for Hair Growth (90 ML)","VQ SERUM =3","Free Size","1","114.0","101.0",
"READY_TO_SHIP","314045337567699712_1","140303416","2026-07-29","","Telangana","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"READY_TO_SHIP","314047103873000192_1","221051508","2026-07-29","","Assam","Anti-Hairfall Shampoo with Rosemary Hair Serum","RM-Shampoo+RM-Hair-Serum","Free Size","1","84.0","83.0",
"READY_TO_SHIP","314047514713406528_1","217705666","2026-07-29","","Madhya Pradesh","Hair & Scalp Oil | Deep Nourishment, Hair Fall Control & Growth Support","RM_Hair_Oil","Free Size","1","53.0","53.0",
"READY_TO_SHIP","314051074193216128_1","140303416","2026-07-29","Ad order","Punjab","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","90.0",
"READY_TO_SHIP","314052053592638145_1","140303371","2026-07-29","Ad order","Delhi","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314053363884244032_1","140303416","2026-07-29","Ad order","Jharkhand","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","80.0",
"READY_TO_SHIP","314054225352342720_1","140303416","2026-07-29","","Assam","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","77.0","67.0",
"READY_TO_SHIP","314056047727674048_1","239430270","2026-07-29","","Jharkhand","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","187.0",
"READY_TO_SHIP","314056055948509888_1","140303371","2026-07-29","","Bihar","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"READY_TO_SHIP","314058500812427904_1","322495681","2026-07-29","","Haryana","Pineapple & Jamun Glow Skincare Combo (Pack of 4) | Pineapple Clarifying Toner 100ml + Pineapple Glow Moisturizer 50g + Jamun Active Acne Moisturizer 50g + Pineapple De-Pigmentation Face Serum 30ml | Acne, Oil Control & Dark Spot Care","Pineapple-Toner-Serum-Moisturizer-Jamun-Moisturizer","Free Size","1","140.0","123.0",
"READY_TO_SHIP","314059768595337856_1","239430270","2026-07-29","Ad order","Bihar","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"CANCELLED","314060251795438656_1","239430270","2026-07-29","","Rajasthan","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","176.0","164.0",
"READY_TO_SHIP","314060408817597504_1","140303371","2026-07-29","Ad order","Chhattisgarh","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum | Hair Conditioner (4 Items in the set)","Hair Growth Combo V 4","Free Size","1","187.0","146.0",
"CANCELLED","314061075066010688_1","140303416","2026-07-29","","Uttar Pradesh","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"READY_TO_SHIP","314061769932735168_1","239430270","2026-07-29","Ad order","Tamil Nadu","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314066068393370368_1","239430270","2026-07-29","Ad order","Himachal Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","161.0",
"READY_TO_SHIP","314066290944497152_1","140303378","2026-07-29","","Himachal Pradesh","Dhavath Hair Fall Shampoo & Vartha Hydrating No-Frizz Hair Conditioner  (2 Items in the set)","Shampoo + Conditioner","Free Size","1","91.0","91.0",
"READY_TO_SHIP","314067509849766976_1","221051510","2026-07-29","","Kerala","Hair Oil with Dhavath Shampoo & Dhavath Conditioner","ros hair oil+dha shampoo+dhav con","Free Size","1","125.0","120.0",
"READY_TO_SHIP","314068165188795584_1","140303416","2026-07-29","","Himachal Pradesh","Dhavath Hair Fall Shampoo & Vithan Pro Hair Growth Serum  (2 Items in the set)","Shampoo + Serum","Free Size","1","90.0","89.0",
"READY_TO_SHIP","314068693729819712_1","239430270","2026-07-29","","Andhra Pradesh","Rosemary Hair Care Combo | Shampoo, Conditioner, Hair Oil, Hair Serum & Rosemary Water | Hair Growth, Strength & Anti-Frizz Treatment for All Hair Types","Rosemary V5 Combo","Free Size","1","187.0","174.0",
"READY_TO_SHIP","314069739843822336_1","140303426","2026-07-29","","West Bengal","Hair Growth Combo | Hair Fall Hair Oil | Hair Fall Shampoo | Hair Growth Serum  (3 Items in the set)","Shampoo+Hair Oil+Serum","Free Size","1","125.0","123.0",
